"","st_id","female","ethniccode_cat","firstgen","international","transfer","lowincomeflag","numgrade","cum_prior_gpa","gpao","crs_name","crs_section","admit_gpa","n_section"
"312","4113",0,2,0,1,0,0,3,3.21,3.19,"MATH100",201610,3.73,908
"313","cb7d",1,2,0,0,0,0,2,2.29,3.2,"MATH100",201710,4.04,935
"314","33eb",1,0,0,0,0,0,2,3.05,2.49,"BIO300",201610,4.12,652
"315","6671",1,2,1,0,0,1,2,2.39,2.76,"BIO300",201803,4.2,749
"316","65c4",0,2,0,0,0,0,3,2.75,3.7,"MATH100",201701,4.15,475
"317","e459",1,2,1,0,1,0,1,NA,2.8,"BIO300",201610,3.16,652
"318","dee6",1,0,1,0,1,0,2,3.19,2.3,"BIO300",201701,3.1,624
"319","31be",1,1,1,0,0,1,3,2.69,3.68,"BIO300",201701,3.86,624
"320","be67",0,1,1,0,0,0,1,2.45,2.55,"EVOL305",201910,3.62,384
"321","ce29",1,2,1,0,1,0,2.3,NA,3.09,"BIO300",201710,3.73,599
"322","3a9b",0,0,0,0,1,1,1.7,2.46,0.25,"EVOL305",201910,3.61,384
"323","3e25",1,2,0,0,1,0,0.7,2.37,1.7,"BIO300",201803,3.03,749
"324","ee88",1,2,0,1,0,0,3.7,3.67,3.57,"CHEM201",201810,4.2,149
"325","7d2a",0,0,1,0,1,0,1.7,2.14,3.5,"BIO300",201803,3.28,749
"326","a133",1,0,1,0,1,0,4,NA,4,"MATH100",201710,4,935
"327","8f2c",0,2,1,0,1,1,2.3,2.34,2,"EVOL305",201810,3.06,321
"328","4f89",1,1,1,0,0,0,3.3,3.23,3.68,"MATH100",201803,4.2,584
"329","7202",0,0,0,0,0,0,3,3.35,3,"MATH100",201801,4.36,539
"330","3ffe",1,2,0,0,0,0,3,3.3,2.93,"EVOL305",201801,4.36,233
"331","60fd",1,0,1,0,1,1,1.7,2.45,2.79,"CHEM201",201910,3.57,143
"332","d849",0,0,0,0,0,0,1.7,2.51,2.15,"MATH100",201710,3.81,935
"333","b2cc",1,0,1,0,1,0,1.3,NA,2.65,"BIO300",201910,2.97,642
"334","e0af",1,1,1,0,0,0,2.3,3.11,3.14,"BIO300",201803,3.95,749
"335","136b",1,0,0,0,0,0,4,3.28,4,"BIO300",201901,4.09,818
"336","2faf",1,1,1,0,0,0,3,3,3.45,"MATH100",201803,4.25,584
"337","aee9",0,2,1,0,1,0,3.3,3.1,3.51,"MATH100",201703,3.06,537
"338","bd62",0,1,0,0,0,0,3.3,3.55,3.61,"MATH100",201710,4.13,935
"339","e377",0,2,0,0,0,0,4,3.78,4,"BIO300",201703,4,665
"340","bca1",1,1,1,0,0,1,1,2.32,1.3,"EVOL305",201810,4.04,321
"341","a061",1,0,0,0,0,0,4,3.92,4,"MATH100",201801,4.16,539
"342","7e20",1,2,0,0,0,1,3,2.9,3.3,"BIO300",201710,4.22,599
"343","b1c7",1,2,0,0,1,1,2.7,NA,3,"MATH100",201710,3.18,935
"344","e954",1,0,0,0,1,0,3,3.14,2.29,"BIO300",201903,3.38,575
"345","377c",1,2,1,0,0,0,3.7,3.54,3.19,"MATH100",201903,4.25,456
"346","a4e1",1,0,0,0,0,0,2.3,3.16,2.88,"MATH100",201801,4.18,539
"347","5007",1,1,1,0,1,0,2.3,2.52,NA,"BIO300",201803,3.2,749
"348","994b",0,0,0,0,1,0,2,2.38,2.85,"EVOL305",201803,3.19,268
"349","6aaa",0,2,0,0,0,0,4,3.58,3.87,"BIO300",201801,4.25,730
"350","59e6",1,2,0,0,0,0,3.7,3.32,3.64,"MATH100",201803,4.26,584
"351","afb7",1,0,0,0,0,0,3.3,3.1,3.43,"MATH100",201901,4.29,575
"352","e3e5",1,2,0,0,0,0,3.7,3.33,3.57,"BIO300",201610,4.1,652
"353","1367",1,2,0,1,1,0,3.7,NA,3.93,"BIO300",201910,3.98,642
"354","1c3e",1,2,0,0,0,0,3.7,3.33,3.64,"MATH100",201703,4.18,537
"355","66de",1,1,1,0,0,1,3.3,3.05,3.15,"BIO300",201901,4.13,818
"356","bbb8",0,2,0,0,0,0,4,3.72,3.83,"MATH100",201710,3.86,935
"357","455a",1,1,0,0,0,0,3,2.94,2.85,"BIO300",201610,3.75,652
"358","7153",1,2,0,0,0,0,3,3.24,2.83,"EVOL305",201910,4.06,384
"359","7231",0,0,1,0,0,0,3.7,3.14,3.89,"EVOL305",201701,3.95,183
"360","ced6",1,2,0,0,1,0,4,4,4,"BIO300",201801,4,730
"361","a104",0,0,1,0,1,0,3,NA,2.96,"MATH100",201610,3.42,908
"362","cde1",1,0,1,0,0,0,3.7,3.54,3.64,"EVOL305",201710,3.76,255
"363","6502",0,2,0,0,0,0,3.7,3.13,3.56,"MATH100",201810,4.17,884
"364","dd2a",0,0,0,0,1,0,3.3,3.35,3.99,"BIO300",201801,3.46,730
"365","a5a4",0,1,1,0,1,0,2,3.17,3.09,"BIO300",201701,3.41,624
"366","e1b3",1,0,0,0,0,0,3,3.19,3.44,"CHEM201",201710,4.25,119
"367","9f1b",0,1,1,0,1,0,2.3,3.19,3.3,"EVOL305",201803,3.35,268
"368","ba1c",0,2,1,0,1,0,2.3,3.17,3.66,"MATH100",201810,3.8,884
"369","c35a",0,2,0,0,0,0,3.7,3.94,4,"BIO300",201901,4.25,818
"370","032e",1,2,0,0,0,0,1.3,3,1.74,"MATH100",201803,4.26,584
"371","c0c5",1,1,1,0,0,1,2,3.21,2.74,"CHEM201",201910,4.04,143
"372","ccec",0,2,0,0,0,0,3,2.58,3.3,"MATH100",201701,3.34,475
"373","22e7",0,2,0,0,0,1,3,3.01,3.99,"BIO300",201710,3.95,599
"374","c6f0",1,2,1,0,0,1,3,3.08,3.11,"MATH100",201703,4.12,537
"375","0c1c",1,0,0,0,0,0,2.7,2.64,4,"EVOL305",201901,4.22,191
"376","7eb9",1,1,1,0,0,1,2.3,3.26,3.3,"CHEM201",201610,4.08,155
"377","6973",0,2,0,0,0,0,2.3,2.99,3.31,"BIO300",201901,4.09,818
"378","872e",0,2,0,1,0,0,3.3,3.37,3.62,"MATH100",201910,3.81,1005
"379","1d9b",1,2,0,0,0,0,4,3.63,3.49,"MATH100",201903,4.09,456
"380","36ae",1,1,1,0,1,1,1.7,2.61,2.99,"BIO300",201803,3.11,749
"381","aedd",1,0,0,0,1,0,3.3,2.75,2.68,"EVOL305",201803,3.18,268
"382","6a88",1,1,1,0,0,0,1.7,2.48,1,"MATH100",201703,4.25,537
"383","9c59",1,2,1,0,1,0,3.7,2.15,2.35,"EVOL305",201910,3.42,384
"384","9cc8",1,0,1,0,1,0,2.3,2.94,2.2,"BIO300",201901,3.51,818
"385","b8b1",1,1,1,0,1,0,1.3,2.9,NA,"MATH100",201803,3.42,584
"386","7489",1,0,0,0,0,0,4,3.7,4,"MATH100",201701,4.36,475
"387","54f6",0,0,1,0,1,1,1.7,NA,3.7,"MATH100",201610,3.21,908
"388","b58b",1,2,1,0,1,1,3.7,NA,3.7,"MATH100",201610,3.28,908
"389","fc5f",1,0,0,0,1,0,2,2.33,2.99,"BIO300",201801,2.94,730
"390","e3f4",1,1,1,0,0,0,3,2.55,3,"EVOL305",201803,3.95,268
"391","d941",0,1,0,0,1,0,2.3,NA,3.09,"MATH100",201810,3.77,884
"392","59ca",0,2,0,0,0,1,4,3.93,4,"MATH100",201810,4.09,884
"393","f83e",1,2,0,0,0,0,3.3,2.95,3.84,"EVOL305",201710,4.27,255
"394","2657",1,2,0,1,0,0,3,3.23,3.69,"MATH100",201803,3.8,584
"395","963e",1,0,0,0,0,0,3.3,3.16,3.3,"MATH100",201801,3.87,539
"396","d920",1,0,0,0,1,0,4,3.15,3.81,"BIO300",201801,3.24,730
"397","6cfc",1,1,1,0,0,0,3.3,3.06,3.43,"MATH100",201710,4.06,935
"398","01c2",1,2,0,0,0,0,3.3,3.46,3.66,"BIO300",201803,4.04,749
"399","e99f",0,2,1,0,1,1,3,2.84,2.85,"MATH100",201910,2.95,1005
"400","bcf7",0,0,0,0,1,0,4,3.6,3.57,"BIO300",201801,3.87,730
"401","ec83",0,1,0,0,1,0,4,NA,3.42,"MATH100",201610,3.81,908
"402","22aa",0,0,0,0,0,0,3.7,2.64,3.83,"BIO300",201901,3.91,818
"403","cbfa",0,2,0,0,0,1,3,2.6,2.88,"BIO300",201703,3.95,665
"404","099d",0,0,0,0,1,0,2.3,NA,3.83,"MATH100",201910,3.61,1005
"405","02c6",0,2,0,0,1,0,2.7,NA,2.64,"MATH100",201710,3.2,935
"406","58b8",1,2,1,0,0,1,3,3.74,3.16,"MATH100",201710,4.05,935
"407","2f39",1,0,1,0,1,0,3,3.06,2.89,"BIO300",201803,3.53,749
"408","cc72",0,0,0,0,1,0,2.7,3,2.86,"EVOL305",201701,3,183
"409","573e",0,1,1,0,0,1,3,3.19,3.2,"CHEM201",201610,3.8,155
"410","b17d",1,1,1,0,0,1,1.3,2.49,1.5,"MATH100",201703,3.95,537
"411","47eb",1,0,0,0,0,0,1.7,2.93,3.11,"BIO300",201901,4.14,818
"412","4663",0,2,0,0,0,0,3.3,3.8,3.7,"MATH100",201703,4.29,537
"413","df5c",0,0,1,0,1,1,2.3,NA,2.76,"MATH100",201910,3.37,1005
"414","ae27",1,2,0,0,0,0,4,3.89,4,"BIO300",201901,4.2,818
"415","8c75",1,2,1,0,0,1,2,2.41,2.77,"MATH100",201910,4,1005
"416","6052",1,1,1,0,0,1,0.7,2.52,2.69,"BIO300",201901,3.84,818
"417","ff06",0,2,1,0,1,0,3.3,2.85,3,"MATH100",201703,3.41,537
"418","25e3",1,1,1,0,1,0,2.3,3.63,3.58,"BIO300",201910,3.88,642
"419","fe44",1,0,0,0,0,0,3,3.36,3,"MATH100",201701,4.16,475
"420","8d48",1,2,1,0,1,0,1.7,NA,1.7,"MATH100",201610,3.18,908
"421","da86",1,2,0,0,0,0,2.3,2.4,2.3,"MATH100",201701,3.75,475
"422","c099",1,1,1,0,0,1,2,2.89,3.7,"BIO300",201803,4.15,749
"423","8445",1,1,1,0,0,0,2,2.52,3,"BIO300",201910,4,642
"424","b767",1,2,1,0,0,1,1.3,2.83,3,"BIO300",201910,3.75,642
"425","78b0",0,1,1,0,0,1,3.3,2.83,3.8,"BIO300",201910,4.15,642
"426","b910",1,1,0,0,1,0,1.7,2.41,2.99,"EVOL305",201903,2.63,233
"427","3c60",1,1,1,0,1,0,2.7,2.41,2.71,"BIO300",201801,3.52,730
"428","1a69",0,1,1,0,0,1,0,2.66,0,"MATH100",201710,3.84,935
"429","9558",0,0,1,0,1,0,2.3,2.56,2.79,"EVOL305",201801,3.16,233
"430","7cdd",1,2,1,0,0,0,3.7,3.8,3.87,"MATH100",201910,4.25,1005
"431","7ea0",0,1,1,0,1,1,2.7,3.02,2.64,"MATH100",201701,3.22,475
"432","d574",1,2,0,0,0,1,2.7,3.48,2.87,"MATH100",201801,4,539
"433","b94f",0,1,1,0,0,1,3,3.45,3.6,"BIO300",201810,3.83,664
"434","a1d2",0,0,0,0,1,1,3.3,2.84,2.99,"EVOL305",201610,3.67,173
"435","9855",0,2,0,0,0,0,1.7,3.06,2.05,"CHEM201",201710,3.83,119
"436","97d6",0,2,0,0,0,0,4,2.5,3.3,"CHEM201",201810,4.12,149
"437","249d",1,2,0,0,0,0,4,3.75,3.03,"BIO300",201910,4.09,642
"438","b7a8",1,0,0,1,0,0,4,3.72,3.9,"MATH100",201701,3.59,475
"439","667d",1,2,0,0,0,0,4,3.3,3.3,"EVOL305",201901,4,191
"440","0a58",1,0,0,0,1,0,1,NA,1.82,"MATH100",201610,3.36,908
"441","012e",1,2,0,0,0,0,2.7,2.98,3.83,"EVOL305",201903,3.55,233
"442","cc23",1,0,0,0,0,0,2,2.92,3,"BIO300",201810,4,664
"443","1ce9",0,1,0,0,1,0,2,2.7,NA,"MATH100",201710,3.14,935
"444","48fc",1,2,1,0,0,1,1,2.64,1.08,"MATH100",201910,4.18,1005
"445","48b0",1,1,0,0,0,1,3.3,3.35,3.55,"MATH100",201703,4.29,537
"446","4f7d",0,2,0,0,0,0,3.3,3.37,3.86,"BIO300",201901,4.33,818
"447","429a",0,2,0,0,0,0,4,3.81,4,"BIO300",201701,3.95,624
"448","c509",1,0,0,0,0,0,3.7,3.24,2.3,"EVOL305",201903,4.18,233
"449","36b6",1,2,1,0,0,0,3,3.02,2.61,"MATH100",201710,3.86,935
"450","8d37",0,1,0,0,0,0,4,3.46,3.8,"BIO300",201901,4.27,818
"451","6f79",1,2,0,0,0,0,3.7,3.58,3.41,"MATH100",201810,4.22,884
"452","aac9",1,2,1,0,1,1,4,NA,3.57,"MATH100",201610,3.71,908
"453","bdb9",0,0,0,0,1,0,3.7,NA,3.85,"BIO300",201610,3.77,652
"454","8305",1,0,1,0,1,0,2.7,NA,2.6,"MATH100",201910,3.3,1005
"455","d677",0,0,0,0,0,0,3.3,3.63,3.38,"BIO300",201901,3.96,818
"456","b548",1,2,0,0,0,0,4,3.88,3.78,"BIO300",201710,4.12,599
"457","eab6",0,1,1,0,0,0,1.3,3.07,2.34,"MATH100",201910,3.92,1005
"458","fc52",1,2,0,0,1,0,3,NA,3.7,"MATH100",201710,3.5,935
"459","f37a",1,1,1,0,1,1,2.3,NA,2,"MATH100",201810,3.13,884
"460","bd10",1,0,0,0,1,0,2,3.33,2.78,"BIO300",201703,3.74,665
"461","a759",1,2,1,0,0,1,3.7,3.72,2.7,"MATH100",201910,4.2,1005
"462","3466",1,0,0,0,0,0,0,2.55,2.76,"BIO300",201910,3.51,642
"463","de84",1,1,1,0,1,0,2,NA,3.26,"MATH100",201710,3.48,935
"464","1008",1,2,0,0,0,0,3.3,3.54,2.7,"BIO300",201803,4.09,749
"465","d91e",0,2,1,0,0,1,3.3,3.61,3.16,"BIO300",201803,4.31,749
"466","2ce6",1,0,0,0,0,0,2.7,3,3.35,"EVOL305",201903,3.9,233
"467","c10e",1,2,0,0,1,0,3.7,NA,3.42,"MATH100",201910,3.41,1005
"468","09fb",1,0,0,0,0,1,3.7,3.57,2.99,"MATH100",201910,4.08,1005
"469","a80d",0,2,0,0,0,0,3.7,3.64,3.3,"MATH100",201610,4.16,908
"470","50f9",1,2,0,0,0,0,4,3.6,4,"BIO300",201703,4.22,665
"471","8658",1,2,1,0,0,1,1.7,2.55,3.1,"BIO300",201810,3.75,664
"472","9642",0,0,0,0,0,1,3,3.21,3.27,"BIO300",201810,4.27,664
"473","51cd",1,0,0,0,0,0,2.7,3.03,3.64,"BIO300",201710,3.75,599
"474","30ee",0,1,1,0,1,1,1.7,3.16,2.05,"EVOL305",201803,3.5,268
"475","fadc",1,1,0,0,0,0,1.7,3,2.63,"MATH100",201610,4.18,908
"476","335e",0,1,0,0,1,0,2.7,2.17,2.5,"BIO300",201701,3.78,624
"477","a20f",1,1,1,0,0,1,2,2.94,3.09,"MATH100",201701,4.31,475
"478","9292",1,0,0,0,0,0,4,4,3.69,"MATH100",201801,4.32,539
"479","a963",1,2,0,0,0,0,4,3.82,4,"BIO300",201703,4.36,665
"480","2f08",1,1,0,0,0,0,3.3,3.64,3.41,"MATH100",201803,3.95,584
"481","8f8f",1,1,0,0,1,0,1.7,NA,3,"BIO300",201610,3,652
"482","00ee",1,2,0,0,1,1,3,NA,3.69,"MATH100",201810,3.76,884
"483","d182",0,0,0,0,1,0,4,2.76,2.43,"EVOL305",201910,3.83,384
"484","f12b",0,2,1,0,1,1,1,2.5,3.07,"BIO300",201810,3,664
"485","2502",1,0,0,0,0,0,3.7,3.24,2.86,"BIO300",201910,4.04,642
"486","45ae",0,2,0,0,0,1,4,3.88,3.85,"MATH100",201610,4,908
"487","1b8c",1,1,1,0,0,1,3,2.5,3.2,"MATH100",201610,4,908
"488","d1da",1,2,0,0,0,0,3.7,3.49,3.05,"MATH100",201701,4.35,475
"489","05ad",1,2,0,0,0,0,2.7,2.81,3.84,"EVOL305",201903,3.79,233
"490","acdd",1,2,0,0,0,0,4,3.46,3.91,"BIO300",201901,4.09,818
"491","3b9a",1,1,1,0,0,1,3.3,3.21,3.6,"EVOL305",201710,4.3,255
"492","9a24",1,0,0,0,1,0,3.3,NA,3.5,"MATH100",201610,3.95,908
"493","0787",1,2,0,0,1,0,3.7,3.61,3.99,"BIO300",201803,3.35,749
"494","6db6",0,0,0,0,0,0,3.3,3.63,3.49,"EVOL305",201801,4.08,233
"495","eff9",0,2,1,0,0,1,4,3.36,4,"BIO300",201901,4.03,818
"496","6dac",1,2,1,0,0,1,2.7,3.25,2.92,"BIO300",201703,4.2,665
"497","674f",1,2,1,0,0,0,4,4,4,"MATH100",201803,4.36,584
"498","2d20",1,2,0,0,1,1,2.7,NA,2.64,"BIO300",201610,3.57,652
"499","1fb0",1,2,0,1,0,0,4,3.89,3.66,"EVOL305",201810,3.5,321
"500","b34a",0,2,0,0,1,1,0,NA,1.28,"MATH100",201910,3,1005
"501","ad78",1,2,0,1,0,0,3,3.73,3.84,"EVOL305",201801,4.06,233
"502","f4d9",0,0,0,0,0,0,3.7,3.22,2.65,"MATH100",201810,3.91,884
"503","7765",0,1,1,1,0,1,1.7,3.22,2.93,"BIO300",201910,4.12,642
"504","1dee",1,1,1,0,0,1,1.7,2.83,1,"MATH100",201810,3.77,884
"505","89ef",0,0,0,0,1,0,1,2.26,2.07,"MATH100",201710,3.14,935
"506","4be6",0,0,1,0,0,0,4,3.4,4,"MATH100",201703,3.96,537
"507","5423",1,2,0,0,0,1,2.7,2.96,3.3,"MATH100",201610,4.13,908
"508","49db",0,2,0,0,0,0,4,3.98,3.86,"CHEM201",201910,4.13,143
"509","037f",1,2,1,0,0,1,4,3.53,3.69,"CHEM201",201910,4.12,143
"510","5418",1,0,1,0,1,0,2,3.57,3.7,"BIO300",201701,3.09,624
"511","1051",1,1,0,0,0,1,1.7,3.75,2.29,"MATH100",201910,4.13,1005
"512","0acc",1,0,0,0,0,0,4,4,4,"MATH100",201801,4.27,539
"513","5d5a",1,1,0,0,0,0,3.3,3.86,3.9,"BIO300",201701,4.22,624
"514","7108",1,0,0,0,0,0,4,3.95,4,"BIO300",201801,4.36,730
"515","80be",1,0,0,0,0,0,3.7,2.99,2.7,"MATH100",201901,4.18,575
"516","2cd8",0,2,0,0,0,0,2,2.97,1.34,"MATH100",201810,4.08,884
"517","78b7",1,2,0,1,0,0,4,3.71,4,"BIO300",201910,3.64,642
"518","22ef",0,0,0,0,0,0,4,3.97,4,"BIO300",201901,4.28,818
"519","551f",0,2,0,0,1,0,3,NA,1.5,"MATH100",201710,3.8,935
"520","c064",1,2,1,0,1,1,1.3,2.1,3.24,"BIO300",201810,3.13,664
"521","cf16",0,2,0,0,0,0,2.3,2.94,3.2,"BIO300",201901,4.31,818
"522","7dba",1,1,1,0,1,1,0.7,NA,0.7,"MATH100",201610,2.9,908
"523","bbbf",1,0,0,0,0,0,3.7,3.44,3,"BIO300",201903,4,575
"524","0e9d",0,1,1,0,0,1,3.7,3.61,3.9,"MATH100",201803,4.31,584
"525","b493",1,1,1,0,0,1,3,2.68,2.44,"MATH100",201901,4.08,575
"526","92fc",1,0,0,0,0,0,3,3.39,3,"EVOL305",201701,4.28,183
"527","43e0",0,1,1,0,1,1,1,2.5,2.79,"MATH100",201910,3.19,1005
"528","ecee",0,2,0,1,0,0,1.7,3.29,3.59,"BIO300",201801,3.75,730
"529","960b",1,2,0,0,0,0,4,2.62,3.7,"MATH100",201703,4.23,537
"530","35a3",1,2,0,0,0,0,2,3.17,3.39,"CHEM201",201810,4.09,149
"531","309e",1,0,0,0,0,0,3.7,3,3.02,"BIO300",201701,4.36,624
"532","2279",1,2,0,0,0,0,3,2.54,3.04,"MATH100",201803,4,584
"533","7e60",1,1,1,0,0,1,3.3,3.32,3.69,"EVOL305",201710,4.09,255
"534","fbfa",0,1,0,0,0,0,2,2.64,3.2,"MATH100",201710,3.9,935
"535","6cc4",1,2,0,0,0,1,1.7,2.47,2.15,"BIO300",201801,3.87,730
"536","5c40",0,2,0,0,0,0,2,2.22,3.57,"BIO300",201901,4.04,818
"537","c38b",1,2,1,0,1,1,3.3,3.5,3.15,"BIO300",201701,3.86,624
"538","e39f",1,1,1,0,1,1,0.7,2.59,2.3,"MATH100",201803,2.97,584
"539","fb81",1,0,1,0,1,0,3.3,3.74,3.57,"EVOL305",201801,3.32,233
"540","c439",0,2,1,1,0,0,2.3,2.72,2.69,"MATH100",201801,3.9,539
"541","0fad",1,2,1,0,0,1,2,2.21,2.69,"MATH100",201910,3.82,1005
"542","242e",1,0,0,0,0,0,4,3.77,4,"EVOL305",201910,4.04,384
"543","bc29",1,2,0,0,0,0,3,3.15,3.64,"BIO300",201610,4.27,652
"544","9bbe",0,1,1,0,1,0,2,3.07,NA,"BIO300",201803,3,749
"545","4db3",1,1,0,0,0,0,3,3.02,2.85,"BIO300",201903,4.4,575
"546","0afd",1,2,0,0,0,0,4,3.56,3.56,"BIO300",201903,3.95,575
"547","f0bb",1,2,1,0,0,1,2.7,2.5,2.81,"MATH100",201910,4,1005
"548","9b53",1,2,0,0,0,0,3.7,3.59,3.99,"BIO300",201903,4.31,575
"549","443b",0,1,0,0,1,1,1.7,2.54,2.08,"BIO300",201701,3.57,624
"550","47d9",1,0,0,0,0,1,2.3,3.23,3.15,"BIO300",201901,3.95,818
"551","51f4",1,2,0,1,0,0,3.3,3.26,2.85,"BIO300",201703,4.1,665
"552","a824",0,2,1,0,0,1,1,2.4,2.14,"BIO300",201710,4.04,599
"553","d676",1,2,0,0,0,0,2,2.74,3.69,"EVOL305",201610,3.89,173
"554","e544",1,0,0,0,0,0,3.3,3.87,3.6,"MATH100",201801,4.28,539
"555","5755",0,2,1,0,1,0,2.7,3.12,3.74,"BIO300",201701,2.97,624
"556","69d7",1,0,1,0,1,0,1.3,2.52,2.35,"EVOL305",201710,2.82,255
"557","fefd",0,1,1,0,0,1,3.7,3.3,3.02,"MATH100",201901,3.84,575
"558","e3ca",1,2,1,0,0,0,3,2.63,3.49,"EVOL305",201710,4,255
"559","d0f0",0,0,0,0,0,0,2.3,3.21,3.65,"BIO300",201810,4.31,664
"560","0a90",0,2,0,0,1,0,3.7,2.96,4,"EVOL305",201701,3.7,183
"561","85e8",0,1,1,0,1,1,0,1.86,2.8,"CHEM201",201710,2.99,119
"562","1f92",0,2,0,0,0,0,3,3.7,3.99,"BIO300",201610,3.79,652
"563","665a",1,2,1,0,0,1,3.3,3.57,3,"MATH100",201910,4.18,1005
"564","5a70",0,1,0,0,0,0,2,2.91,3.34,"MATH100",201901,4.03,575
"565","ef30",1,1,0,0,0,1,2,3.16,3.35,"MATH100",201910,3.66,1005
"566","9e82",1,1,0,0,0,0,2,3.04,3.55,"BIO300",201803,4.14,749
"567","ec54",0,0,0,0,0,0,4,3.52,3.64,"EVOL305",201903,4.15,233
"568","e31e",0,2,1,0,1,0,3,NA,3.69,"BIO300",201810,3.58,664
"569","e48b",1,1,1,0,0,1,1.7,2.95,2.35,"BIO300",201803,4.25,749
"570","8dbb",1,1,1,0,0,1,2.7,2.78,2.88,"BIO300",201810,3.75,664
"571","aef6",1,2,0,0,1,0,3,NA,3.43,"CHEM201",201710,3.16,119
"572","1249",1,2,0,0,0,0,4,2.92,3.86,"BIO300",201701,4.11,624
"573","31a2",0,1,1,0,0,1,2,2.58,2.87,"MATH100",201810,4,884
"574","87af",1,0,1,0,1,1,3,3.59,3.3,"BIO300",201801,3.67,730
"575","8d7d",1,2,1,0,0,0,1.7,3.82,3.16,"CHEM201",201710,4.19,119
"576","6e58",1,1,1,0,1,0,3.7,NA,3.57,"MATH100",201710,3.47,935
"577","9bb3",0,2,0,1,0,0,4,3.26,3.99,"EVOL305",201710,3.85,255
"578","dbaf",0,2,1,0,0,0,3,3.29,3,"BIO300",201801,3.41,730
"579","8161",1,0,1,0,1,0,4,NA,4,"MATH100",201710,4,935
"580","5d2e",0,2,0,0,0,0,3.7,3.87,3.85,"MATH100",201810,4.1,884
"581","7f2a",1,1,0,0,1,1,2.3,3.12,3.07,"BIO300",201901,3.31,818
"582","b91b",0,0,0,1,0,0,1,2.88,2.1,"MATH100",201903,3.73,456
"583","af18",0,1,1,0,1,0,0,2.69,1.3,"MATH100",201810,3.2,884
"584","198e",1,1,1,0,0,1,1.3,2.58,2.2,"MATH100",201701,4.15,475
"585","9418",1,0,0,0,0,0,4,3.26,3.11,"MATH100",201701,3.77,475
"586","fcd0",1,0,0,0,1,0,1,2.53,1.99,"BIO300",201703,3.23,665
"587","84c4",1,0,1,0,0,0,3.3,3.35,2.64,"BIO300",201903,4.36,575
"588","040b",1,1,1,0,0,0,3.7,3.51,3.33,"BIO300",201903,4.19,575
"589","10b4",0,2,1,0,0,0,3.3,3.61,3.99,"BIO300",201710,3.66,599
"590","5e28",1,2,0,0,0,0,3,3.35,2.65,"BIO300",201910,4.31,642
"591","5971",1,2,0,1,0,0,2.7,3.18,2.66,"EVOL305",201810,4.04,321
"592","5053",0,1,0,0,0,0,2.3,3.25,2,"BIO300",201710,4.15,599
"593","779d",1,1,1,0,0,1,1.7,2.45,2,"MATH100",201903,4.12,456
"594","3f8a",1,2,1,0,0,0,2.3,3.26,3.39,"MATH100",201701,4,475
"595","6227",0,2,0,0,0,0,3.7,3.48,3.99,"BIO300",201803,4.36,749
"596","39f5",0,0,0,0,0,1,2.3,3.48,3.3,"BIO300",201910,3.85,642
"597","0b4d",1,0,1,0,1,0,1,NA,1.85,"MATH100",201710,3.47,935
"598","2e63",1,0,0,0,0,0,4,3.64,3.87,"BIO300",201801,4.4,730
"599","7f7b",0,2,0,0,0,0,4,3.64,3.9,"EVOL305",201701,4.12,183
"600","8c22",0,1,1,0,0,1,3,2.51,2.68,"MATH100",201710,4.04,935
"601","c31f",1,1,1,0,0,0,1.7,2.66,2.99,"MATH100",201903,4.13,456
"602","2679",0,2,0,1,0,0,2,2.44,2.87,"MATH100",201610,3.91,908
"603","fcaf",1,1,0,0,0,0,2.7,2.71,2.77,"CHEM201",201810,4.08,149
"604","54f7",1,0,1,1,1,0,2.3,NA,2.27,"MATH100",201910,3.82,1005
"605","4b50",1,1,1,1,1,1,2.7,3.64,3.88,"BIO300",201901,3.8,818
"606","277f",1,0,1,0,0,1,3.3,3.27,3.9,"EVOL305",201801,3.61,233
"607","9ada",1,2,1,0,1,0,3.3,2.9,3.21,"MATH100",201801,3.46,539
"608","6b54",0,1,1,1,0,1,3,2.47,3,"MATH100",201810,4.09,884
"609","4cfb",0,0,0,0,0,0,4,3.57,4,"BIO300",201710,4,599
"610","6c6f",1,2,0,1,0,0,3.3,3.55,2.99,"BIO300",201910,4.17,642
"611","eebd",0,0,0,0,0,0,4,3.32,4,"EVOL305",201910,3.24,384
"612","a0b7",0,0,0,0,0,0,4,3.96,4,"EVOL305",201901,4.25,191
"613","7376",1,2,0,0,1,1,2.3,2.77,2.69,"BIO300",201901,3.69,818
"614","c432",1,2,1,0,1,1,2.3,3.42,3.89,"BIO300",201710,3.05,599
"615","6e7a",0,2,1,0,0,0,2.7,2.79,3.46,"BIO300",201703,3.71,665
"616","5223",1,0,0,0,1,0,1,2.13,2.13,"BIO300",201801,3.32,730
"617","2209",1,0,0,0,1,0,3.3,3.31,3.47,"MATH100",201801,3.46,539
"618","f745",1,2,1,0,0,1,2.3,3.16,3.2,"BIO300",201701,4.1,624
"619","185c",0,2,1,0,0,0,1,2.68,2.17,"MATH100",201910,4.09,1005
"620","6adf",0,0,1,0,1,1,3.7,NA,3.84,"MATH100",201710,3.77,935
"621","8e59",1,2,1,0,0,1,3.7,3.74,3.49,"MATH100",201610,4.2,908
"622","e0df",1,1,0,0,0,0,1.7,2.73,3.43,"MATH100",201610,3.81,908
"623","b60b",0,0,0,0,1,0,3.3,3.65,2.61,"EVOL305",201710,3.91,255
